,artist,date,rank,song
9,FLO RIDA,2013-02-02,10 ,I Cry
10,MAROON 5,2013-02-02,11 ,One More Night
11,P!NK,2013-02-02,12 ,Try
12,ALICIA KEYS featuring NICKI MINAJ,2013-02-02,13 ,Girl On Fire
13,FUN.,2013-02-02,14 ,Some Nights
14,IMAGINE DRAGONS,2013-02-02,15 ,It's Time
15,KE$HA,2013-02-02,16 ,Die Young
16,PITBULL featuring TJR,2013-02-02,17 ,Don't Stop The Party
17,"A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR",2013-02-02,18 ,F**kin Problems
18,ED SHEERAN,2013-02-02,19 ,The A Team
19,CALVIN HARRIS featuring FLORENCE WELCH,2013-02-02,20 ,Sweet Nothing
20,KENDRICK LAMAR,2013-02-02,21 ,Swimming Pools (Drank)
21,PSY,2013-02-02,22 ,Gangnam Style
22,KELLY CLARKSON,2013-02-02,23 ,Catch My Breath
23,NE-YO,2013-02-02,24 ,Let Me Love You (Until You Learn To Love Yourself)
24,MAROON 5,2013-02-02,25 ,Daylight
25,THE SCRIPT featuring WILL.I.AM,2013-02-02,26 ,Hall Of Fame
26,OF MONSTERS AND MEN,2013-02-02,27 ,Little Talks
27,2 CHAINZ,2013-02-02,28 ,I'm Different
28,KANYE WEST JAY-Z BIG SEAN,2013-02-02,29 ,Clique
29,FLORIDA GEORGIA LINE,2013-02-02,30 ,Cruise
30,HUNTER HAYES,2013-02-02,31 ,Wanted
31,MUMFORD & SONS,2013-02-02,32 ,I Will Wait
32,THE BAND PERRY,2013-02-02,33 ,Better Dig Two
33,MIGUEL,2013-02-02,34 ,Adorn
34,GARY ALLAN,2013-02-02,35 ,Every Storm (Runs Out Of Rain)
35,ONE DIRECTION,2013-02-02,36 ,Little Things
36,ALEX CLARE,2013-02-02,37 ,Too Close
37,LIL WAYNE featuring DETAIL,2013-02-02,38 ,No Worries
38,TAYLOR SWIFT,2013-02-02,39 ,We Are Never Ever Getting Back Together
39,CARLY RAE JEPSEN,2013-02-02,40 ,Call Me Maybe
40,IMAGINE DRAGONS,2013-02-02,41 ,Radioactive
41,GOTYE featuring KIMBRA,2013-02-02,42 ,Somebody That I Used To Know
42,JUICY J featuring LIL WAYNE & 2 CHAINZ,2013-02-02,43 ,Bandz A Make Her Dance
43,BLAKE SHELTON,2013-02-02,44 ,Sure Be Cool If You Did
44,FRANK OCEAN,2013-02-02,45 ,Thinkin Bout You
45,JASON ALDEAN with LUKE BRYAN & ERIC CHURCH,2013-02-02,46 ,The Only Way I Know
46,RANDY HOUSER,2013-02-02,47 ,How Country Feels
47,KE$HA,2013-02-02,48 ,C'mon
48,ELLIE GOULDING,2013-02-02,49 ,Lights
49,NICKI MINAJ,2013-02-02,50 ,Va Va Voom
50,ZAC BROWN BAND,2013-02-02,51 ,Goodbye In Her Eyes
51,TRINIDAD JAMES,2013-02-02,52 ,All Gold Everything
52,THE WEEKND,2013-02-02,53 ,Wicked Games
53,T.I. featuring LIL WAYNE,2013-02-02,54 ,Ball
54,ONEREPUBLIC,2013-02-02,55 ,Feel Again
55,BRAD PAISLEY,2013-02-02,56 ,Southern Comfort Zone
56,TIM McGRAW,2013-02-02,57 ,One Of Those Nights
57,LITTLE BIG TOWN,2013-02-02,58 ,Tornado
58,KENDRICK LAMAR featuring DRAKE,2013-02-02,59 ,Poetic Justice
59,HUNTER HAYES,2013-02-02,60 ,Somebody's Heartbreak
60,CARRIE UNDERWOOD,2013-02-02,61 ,Two Black Cadillacs
61,ELLIE GOULDING,2013-02-02,62 ,Anything Could Happen
62,MUSE,2013-02-02,63 ,Madness
63,TAYLOR SWIFT,2013-02-02,64 ,The Moment I Knew
64,ONE DIRECTION,2013-02-02,65 ,Kiss You
65,WIZ KHALIFA featuring THE WEEKND,2013-02-02,66 ,Remember You
66,CHRIS BROWN,2013-02-02,67 ,Don't Judge Me
67,ANNA KENDRICK,2013-02-02,68 ,Cups
68,CHIEF KEEF,2013-02-02,69 ,Love Sosa
69,KIP MOORE,2013-02-02,70 ,Beer Money
70,JUSTIN MOORE,2013-02-02,71 ,Til My Last Day
71,KACEY MUSGRAVES,2013-02-02,72 ,Merry Go 'Round
72,TAYLOR SWIFT,2013-02-02,73 ,Begin Again
73,ONEREPUBLIC,2013-02-02,74 ,If I Lose Myself
74,LUDACRIS featuring USHER & DAVID GUETTA,2013-02-02,75 ,Rest Of My Life
75,RIHANNA,2013-02-02,76 ,Pour It Up
76,BIG SEAN,2013-02-02,77 ,Guap
77,FUTURE,2013-02-02,78 ,Neva End
78,DIERKS BENTLEY,2013-02-02,79 ,Tip It On Back
79,JONN HART featuring IAMSU,2013-02-02,80 ,Who Booty
80,THE LUMINEERS,2013-02-02,81 ,Stubborn Love
81,ONE DIRECTION,2013-02-02,82 ,Live While We're Young
82,ADELE,2013-02-02,83 ,Skyfall
83,JUSTIN TIMBERLAKE featuring JAY Z,2013-02-02,84 ,Suit & Tie
84,"GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE",2013-02-02,85 ,Celebration
85,RICK ROSS featuring WALE & DRAKE,2013-02-02,86 ,Diced Pineapples
86,LEE BRICE,2013-02-02,87 ,I Drive Your Truck
87,,2013-02-02,88 ,Bellas Finals: Price Tag/Don't You (Forget About Me)/Give MeTHE BARDEN BELLAS
88,BRUNO MARS,2013-02-02,89 ,When I Was Your Man
89,,2013-02-02,90 ,"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best ShoTHE BARDEN BELLAS, THE TREBLEMAKERS & THE BU HARMONICS"
90,PASSION PIT,2013-02-02,91 ,Take A Walk
91,FUN.,2013-02-02,92 ,Carry On
92,ANNE HATHAWAY,2013-02-02,93 ,I Dreamed A Dream
93,THOMPSON SQUARE,2013-02-02,94 ,If I Didn't Have You
94,B.O.B featuring T.I. & JUICY J,2013-02-02,95 ,We Still In This B****
95,LUPE FIASCO & GUY SEBASTIAN,2013-02-02,96 ,Battle Scars
96,BRIDGIT MENDLER,2013-02-02,97 ,Ready Or Not
97,CASEY JAMES,2013-02-02,98 ,Crying On A Suitcase
98,IMAGINE DRAGONS,2013-02-02,99 ,Demons
99,KENDRICK LAMAR,2013-02-02,100,"Bitch, Don't Kill My Vibe"
0,MACKLEMORE & RYAN LEWIS featuring WANZ,2013-02-09,1  ,Thrift Shop
1,BRUNO MARS,2013-02-09,2  ,Locked Out Of Heaven
2,THE LUMINEERS,2013-02-09,3  ,Ho Hey
3,JUSTIN TIMBERLAKE featuring JAY Z,2013-02-09,4  ,Suit & Tie
4,TAYLOR SWIFT,2013-02-09,5  ,I Knew You Were Trouble.
5,WILL.I.AM featuring BRITNEY SPEARS,2013-02-09,6  ,Scream & Shout
6,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,2013-02-09,7  ,Don't You Worry Child
7,RIHANNA,2013-02-09,8  ,Diamonds
8,JUSTIN BIEBER featuring NICKI MINAJ,2013-02-09,9  ,Beauty And A Beat
9,PHILLIP PHILLIPS,2013-02-09,10 ,Home
10,MAROON 5,2013-02-09,11 ,One More Night
11,FLO RIDA,2013-02-09,12 ,I Cry
12,P!NK,2013-02-09,13 ,Try
13,ALICIA KEYS featuring NICKI MINAJ,2013-02-09,14 ,Girl On Fire
14,"A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR",2013-02-09,15 ,F**kin Problems
15,IMAGINE DRAGONS,2013-02-09,16 ,It's Time
16,CALVIN HARRIS featuring FLORENCE WELCH,2013-02-09,17 ,Sweet Nothing
17,FUN.,2013-02-09,18 ,Some Nights
18,ED SHEERAN,2013-02-09,19 ,The A Team
19,KE$HA,2013-02-09,20 ,Die Young
20,MAROON 5,2013-02-09,21 ,Daylight
21,PITBULL featuring TJR,2013-02-09,22 ,Don't Stop The Party
22,KENDRICK LAMAR,2013-02-09,23 ,Swimming Pools (Drank)
23,KELLY CLARKSON,2013-02-09,24 ,Catch My Breath
24,OF MONSTERS AND MEN,2013-02-09,25 ,Little Talks
25,THE SCRIPT featuring WILL.I.AM,2013-02-09,26 ,Hall Of Fame
26,2 CHAINZ,2013-02-09,27 ,I'm Different
27,THE BAND PERRY,2013-02-09,28 ,Better Dig Two
28,GARY ALLAN,2013-02-09,29 ,Every Storm (Runs Out Of Rain)
29,KE$HA,2013-02-09,30 ,C'mon
30,PSY,2013-02-09,31 ,Gangnam Style
31,MUMFORD & SONS,2013-02-09,32 ,I Will Wait
32,NE-YO,2013-02-09,33 ,Let Me Love You (Until You Learn To Love Yourself)
33,HUNTER HAYES,2013-02-09,34 ,Wanted
34,KANYE WEST JAY-Z BIG SEAN,2013-02-09,35 ,Clique
35,IMAGINE DRAGONS,2013-02-09,36 ,Radioactive
36,FLORIDA GEORGIA LINE,2013-02-09,37 ,Cruise
37,MIGUEL,2013-02-09,38 ,Adorn
38,ONE DIRECTION,2013-02-09,39 ,Little Things
39,ALEX CLARE,2013-02-09,40 ,Too Close
40,CARLY RAE JEPSEN,2013-02-09,41 ,Call Me Maybe
41,TRINIDAD JAMES,2013-02-09,42 ,All Gold Everything
42,LIL WAYNE featuring DETAIL,2013-02-09,43 ,No Worries
43,JASON ALDEAN with LUKE BRYAN & ERIC CHURCH,2013-02-09,44 ,The Only Way I Know
44,GOTYE featuring KIMBRA,2013-02-09,45 ,Somebody That I Used To Know
45,TAYLOR SWIFT,2013-02-09,46 ,We Are Never Ever Getting Back Together
46,RANDY HOUSER,2013-02-09,47 ,How Country Feels
47,JUICY J featuring LIL WAYNE & 2 CHAINZ,2013-02-09,48 ,Bandz A Make Her Dance
48,FRANK OCEAN,2013-02-09,49 ,Thinkin Bout You
49,ELLIE GOULDING,2013-02-09,50 ,Lights
50,BLAKE SHELTON,2013-02-09,51 ,Sure Be Cool If You Did
51,NICKI MINAJ,2013-02-09,52 ,Va Va Voom
52,LIL WAYNE featuring DRAKE & FUTURE,2013-02-09,53 ,Love Me
53,TIM McGRAW,2013-02-09,54 ,One Of Those Nights
54,KENDRICK LAMAR featuring DRAKE,2013-02-09,55 ,Poetic Justice
55,ZAC BROWN BAND,2013-02-09,56 ,Goodbye In Her Eyes
56,THE WEEKND,2013-02-09,57 ,Wicked Games
57,RIHANNA,2013-02-09,58 ,Pour It Up
58,LITTLE BIG TOWN,2013-02-09,59 ,Tornado
59,T.I. featuring LIL WAYNE,2013-02-09,60 ,Ball
60,BRAD PAISLEY,2013-02-09,61 ,Southern Comfort Zone
61,HUNTER HAYES,2013-02-09,62 ,Somebody's Heartbreak
62,CARRIE UNDERWOOD,2013-02-09,63 ,Two Black Cadillacs
63,ELLIE GOULDING,2013-02-09,64 ,Anything Could Happen
64,MUSE,2013-02-09,65 ,Madness
65,ANNA KENDRICK,2013-02-09,66 ,Cups
66,CHIEF KEEF,2013-02-09,67 ,Love Sosa
67,WIZ KHALIFA featuring THE WEEKND,2013-02-09,68 ,Remember You
68,KACEY MUSGRAVES,2013-02-09,69 ,Merry Go 'Round
69,CHRIS BROWN,2013-02-09,70 ,Don't Judge Me
70,BIG SEAN,2013-02-09,71 ,Guap
71,FUTURE,2013-02-09,72 ,Neva End
72,TAYLOR SWIFT,2013-02-09,73 ,Begin Again
73,BRUNO MARS,2013-02-09,74 ,When I Was Your Man
74,LUDACRIS featuring USHER & DAVID GUETTA,2013-02-09,75 ,Rest Of My Life
75,JONN HART featuring IAMSU,2013-02-09,76 ,Who Booty
76,DIERKS BENTLEY,2013-02-09,77 ,Tip It On Back
77,THE LUMINEERS,2013-02-09,78 ,Stubborn Love
78,ONE DIRECTION,2013-02-09,79 ,Kiss You
79,LEE BRICE,2013-02-09,80 ,I Drive Your Truck
80,FUN.,2013-02-09,81 ,Carry On
81,A$AP ROCKY featuring SKRILLEX & BIRDY NAM NAM,2013-02-09,82 ,Wild For The Night
82,KIP MOORE,2013-02-09,83 ,Beer Money
83,ADELE,2013-02-09,84 ,Skyfall
84,JUSTIN MOORE,2013-02-09,85 ,Til My Last Day
85,A$AP ROCKY,2013-02-09,86 ,Long Live A$AP
86,OLLY MURS featuring FLO RIDA,2013-02-09,87 ,Troublemaker
87,LUPE FIASCO & GUY SEBASTIAN,2013-02-09,88 ,Battle Scars
88,THOMPSON SQUARE,2013-02-09,89 ,If I Didn't Have You
89,"GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE",2013-02-09,90 ,Celebration
90,,2013-02-09,91 ,"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best ShoTHE BARDEN BELLAS, THE TREBLEMAKERS & THE BU HARMONICS"
91,,2013-02-09,92 ,Bellas Finals: Price Tag/Don't You (Forget About Me)/Give MeTHE BARDEN BELLAS
92,PASSION PIT,2013-02-09,93 ,Take A Walk
93,ONE DIRECTION,2013-02-09,94 ,Live While We're Young
94,CASEY JAMES,2013-02-09,95 ,Crying On A Suitcase
95,DARIUS RUCKER,2013-02-09,96 ,Wagon Wheel
96,IMAGINE DRAGONS,2013-02-09,97 ,Demons
97,GEORGE STRAIT,2013-02-09,98 ,Give It All We Got Tonight
98,RICK ROSS featuring WALE & DRAKE,2013-02-09,99 ,Diced Pineapples
99,LIFEHOUSE featuring NATASHA BEDINGFIELD,2013-02-09,100,Between The Raindrops
0,MACKLEMORE & RYAN LEWIS featuring WANZ,2013-02-16,1  ,Thrift Shop
1,BRUNO MARS,2013-02-16,2  ,Locked Out Of Heaven
2,THE LUMINEERS,2013-02-16,3  ,Ho Hey
3,TAYLOR SWIFT,2013-02-16,4  ,I Knew You Were Trouble.
4,WILL.I.AM featuring BRITNEY SPEARS,2013-02-16,5  ,Scream & Shout
5,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,2013-02-16,6  ,Don't You Worry Child
6,JUSTIN BIEBER featuring NICKI MINAJ,2013-02-16,7  ,Beauty And A Beat
7,RIHANNA,2013-02-16,8  ,Diamonds
8,PHILLIP PHILLIPS,2013-02-16,9  ,Home
9,"A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR",2013-02-16,10 ,F**kin Problems
10,P!NK,2013-02-16,11 ,Try
11,ALICIA KEYS featuring NICKI MINAJ,2013-02-16,12 ,Girl On Fire
12,JUSTIN TIMBERLAKE featuring JAY Z,2013-02-16,13 ,Suit & Tie
13,CALVIN HARRIS featuring FLORENCE WELCH,2013-02-16,14 ,Sweet Nothing
14,IMAGINE DRAGONS,2013-02-16,15 ,It's Time
15,LIL WAYNE featuring DRAKE & FUTURE,2013-02-16,16 ,Love Me
16,MAROON 5,2013-02-16,17 ,Daylight
17,MAROON 5,2013-02-16,18 ,One More Night
18,FLO RIDA,2013-02-16,19 ,I Cry
19,FUN.,2013-02-16,20 ,Some Nights
20,ED SHEERAN,2013-02-16,21 ,The A Team
21,KELLY CLARKSON,2013-02-16,22 ,Catch My Breath
22,OF MONSTERS AND MEN,2013-02-16,23 ,Little Talks
23,KE$HA,2013-02-16,24 ,Die Young
24,KENDRICK LAMAR,2013-02-16,25 ,Swimming Pools (Drank)
25,GARY ALLAN,2013-02-16,26 ,Every Storm (Runs Out Of Rain)
26,PITBULL featuring TJR,2013-02-16,27 ,Don't Stop The Party
27,KE$HA,2013-02-16,28 ,C'mon
28,THE BAND PERRY,2013-02-16,29 ,Better Dig Two
29,THE SCRIPT featuring WILL.I.AM,2013-02-16,30 ,Hall Of Fame
30,MUMFORD & SONS,2013-02-16,31 ,I Will Wait
31,HUNTER HAYES,2013-02-16,32 ,Wanted
32,2 CHAINZ,2013-02-16,33 ,I'm Different
33,IMAGINE DRAGONS,2013-02-16,34 ,Radioactive
34,NE-YO,2013-02-16,35 ,Let Me Love You (Until You Learn To Love Yourself)
35,MIGUEL,2013-02-16,36 ,Adorn
36,PSY,2013-02-16,37 ,Gangnam Style
37,FLORIDA GEORGIA LINE,2013-02-16,38 ,Cruise
38,KANYE WEST JAY-Z BIG SEAN,2013-02-16,39 ,Clique
39,TRINIDAD JAMES,2013-02-16,40 ,All Gold Everything
40,JASON ALDEAN with LUKE BRYAN & ERIC CHURCH,2013-02-16,41 ,The Only Way I Know
41,RANDY HOUSER,2013-02-16,42 ,How Country Feels
42,CARLY RAE JEPSEN,2013-02-16,43 ,Call Me Maybe
43,GOTYE featuring KIMBRA,2013-02-16,44 ,Somebody That I Used To Know
44,ONE DIRECTION,2013-02-16,45 ,Little Things
45,RIHANNA,2013-02-16,46 ,Pour It Up
46,ALEX CLARE,2013-02-16,47 ,Too Close
47,BLAKE SHELTON,2013-02-16,48 ,Sure Be Cool If You Did
48,BRUNO MARS,2013-02-16,49 ,When I Was Your Man
49,LIL WAYNE featuring DETAIL,2013-02-16,50 ,No Worries
50,KENDRICK LAMAR featuring DRAKE,2013-02-16,51 ,Poetic Justice
51,TIM McGRAW,2013-02-16,52 ,One Of Those Nights
52,CARRIE UNDERWOOD,2013-02-16,53 ,Two Black Cadillacs
53,THE WEEKND,2013-02-16,54 ,Wicked Games
54,T.I. featuring LIL WAYNE,2013-02-16,55 ,Ball
55,LITTLE BIG TOWN,2013-02-16,56 ,Tornado
56,BRAD PAISLEY,2013-02-16,57 ,Southern Comfort Zone
57,JUICY J featuring LIL WAYNE & 2 CHAINZ,2013-02-16,58 ,Bandz A Make Her Dance
58,HUNTER HAYES,2013-02-16,59 ,Somebody's Heartbreak
59,ELLIE GOULDING,2013-02-16,60 ,Anything Could Happen
60,MUSE,2013-02-16,61 ,Madness
61,NICKI MINAJ,2013-02-16,62 ,Va Va Voom
62,AWOLNATION,2013-02-16,63 ,Sail
63,ANNA KENDRICK,2013-02-16,64 ,Cups
64,OLLY MURS featuring FLO RIDA,2013-02-16,65 ,Troublemaker
65,ZAC BROWN BAND,2013-02-16,66 ,Goodbye In Her Eyes
66,KACEY MUSGRAVES,2013-02-16,67 ,Merry Go 'Round
67,TYGA featuring RICK ROSS,2013-02-16,68 ,Dope
68,WIZ KHALIFA featuring THE WEEKND,2013-02-16,69 ,Remember You
69,THE LUMINEERS,2013-02-16,70 ,Stubborn Love
70,FUTURE,2013-02-16,71 ,Neva End
71,DIERKS BENTLEY,2013-02-16,72 ,Tip It On Back
72,JONN HART featuring IAMSU,2013-02-16,73 ,Who Booty
73,CHRIS BROWN,2013-02-16,74 ,Don't Judge Me
74,FUN.,2013-02-16,75 ,Carry On
75,LEE BRICE,2013-02-16,76 ,I Drive Your Truck
76,CHIEF KEEF,2013-02-16,77 ,Love Sosa
77,TAYLOR SWIFT,2013-02-16,78 ,Begin Again
78,BIG SEAN,2013-02-16,79 ,Guap
79,ONE DIRECTION,2013-02-16,80 ,Kiss You
80,LUPE FIASCO & GUY SEBASTIAN,2013-02-16,81 ,Battle Scars
81,THOMPSON SQUARE,2013-02-16,82 ,If I Didn't Have You
82,KIP MOORE,2013-02-16,83 ,Beer Money
83,PASSION PIT,2013-02-16,84 ,Take A Walk
84,,2013-02-16,85 ,Bellas Finals: Price Tag/Don't You (Forget About Me)/Give MeTHE BARDEN BELLAS
85,,2013-02-16,86 ,"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best ShoTHE BARDEN BELLAS, THE TREBLEMAKERS & THE BU HARMONICS"
86,LUDACRIS featuring USHER & DAVID GUETTA,2013-02-16,87 ,Rest Of My Life
87,CASEY JAMES,2013-02-16,88 ,Crying On A Suitcase
88,MIRANDA LAMBERT,2013-02-16,89 ,Mama's Broken Heart
89,KID INK featuring MEEK MILL & WALE,2013-02-16,90 ,Bad Ass
90,A$AP ROCKY featuring SKRILLEX & BIRDY NAM NAM,2013-02-16,91 ,Wild For The Night
91,GEORGE STRAIT,2013-02-16,92 ,Give It All We Got Tonight
92,IMAGINE DRAGONS,2013-02-16,93 ,Demons
93,JUSTIN MOORE,2013-02-16,94 ,Til My Last Day
94,"GAME featuring CHRIS BROWN, TYGA, WIZ KHALIFA & LIL WAYNE",2013-02-16,95 ,Celebration
95,FLORIDA GEORGIA LINE,2013-02-16,96 ,Get Your Shine On
96,CHRIS CAGLE,2013-02-16,97 ,Let There Be Cowgirls
97,KENDRICK LAMAR,2013-02-16,98 ,"Bitch, Don't Kill My Vibe"
98,PITBULL featuring CHRISTINA AGUILERA,2013-02-16,99 ,Feel This Moment
99,ADELE,2013-02-16,100,Skyfall
0,MACKLEMORE & RYAN LEWIS featuring WANZ,2013-02-23,1  ,Thrift Shop
1,BRUNO MARS,2013-02-23,2  ,Locked Out Of Heaven
2,WILL.I.AM featuring BRITNEY SPEARS,2013-02-23,3  ,Scream & Shout
3,THE LUMINEERS,2013-02-23,4  ,Ho Hey
4,TAYLOR SWIFT,2013-02-23,5  ,I Knew You Were Trouble.
5,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,2013-02-23,6  ,Don't You Worry Child
6,JUSTIN BIEBER featuring NICKI MINAJ,2013-02-23,7  ,Beauty And A Beat
7,"A$AP ROCKY featuring DRAKE, 2 CHAINZ & KENDRICK LAMAR",2013-02-23,8  ,F**kin Problems
8,P!NK,2013-02-23,9  ,Try
9,CALVIN HARRIS featuring FLORENCE WELCH,2013-02-23,10 ,Sweet Nothing
10,RIHANNA,2013-02-23,11 ,Diamonds
11,ALICIA KEYS featuring NICKI MINAJ,2013-02-23,12 ,Girl On Fire
12,JUSTIN TIMBERLAKE featuring JAY Z,2013-02-23,13 ,Suit & Tie
13,MAROON 5,2013-02-23,14 ,Daylight
14,PHILLIP PHILLIPS,2013-02-23,15 ,Home
15,IMAGINE DRAGONS,2013-02-23,16 ,It's Time
16,MAROON 5,2013-02-23,17 ,One More Night
17,FLO RIDA,2013-02-23,18 ,I Cry
18,KELLY CLARKSON,2013-02-23,19 ,Catch My Breath
19,OF MONSTERS AND MEN,2013-02-23,20 ,Little Talks
20,LIL WAYNE featuring DRAKE & FUTURE,2013-02-23,21 ,Love Me
21,BRUNO MARS,2013-02-23,22 ,When I Was Your Man
22,ED SHEERAN,2013-02-23,23 ,The A Team
23,FUN.,2013-02-23,24 ,Some Nights
24,KENDRICK LAMAR,2013-02-23,25 ,Swimming Pools (Drank)
25,MUMFORD & SONS,2013-02-23,26 ,I Will Wait
26,KE$HA,2013-02-23,27 ,C'mon
27,KE$HA,2013-02-23,28 ,Die Young
28,THE BAND PERRY,2013-02-23,29 ,Better Dig Two
29,THE SCRIPT featuring WILL.I.AM,2013-02-23,30 ,Hall Of Fame
30,GARY ALLAN,2013-02-23,31 ,Every Storm (Runs Out Of Rain)
31,PITBULL featuring TJR,2013-02-23,32 ,Don't Stop The Party
32,IMAGINE DRAGONS,2013-02-23,33 ,Radioactive
33,HUNTER HAYES,2013-02-23,34 ,Wanted
34,2 CHAINZ,2013-02-23,35 ,I'm Different
35,TRINIDAD JAMES,2013-02-23,36 ,All Gold Everything
36,RIHANNA,2013-02-23,37 ,Pour It Up
37,NE-YO,2013-02-23,38 ,Let Me Love You (Until You Learn To Love Yourself)
38,BLAKE SHELTON,2013-02-23,39 ,Sure Be Cool If You Did
39,JASON ALDEAN with LUKE BRYAN & ERIC CHURCH,2013-02-23,40 ,The Only Way I Know
40,MIGUEL,2013-02-23,41 ,Adorn
41,FLORIDA GEORGIA LINE,2013-02-23,42 ,Cruise
42,KENDRICK LAMAR featuring DRAKE,2013-02-23,43 ,Poetic Justice
43,KANYE WEST JAY-Z BIG SEAN,2013-02-23,44 ,Clique
44,TIM McGRAW,2013-02-23,45 ,One Of Those Nights
45,PSY,2013-02-23,46 ,Gangnam Style
46,GOTYE featuring KIMBRA,2013-02-23,47 ,Somebody That I Used To Know
47,CARLY RAE JEPSEN,2013-02-23,48 ,Call Me Maybe
48,LIL WAYNE featuring DETAIL,2013-02-23,49 ,No Worries
49,CARRIE UNDERWOOD,2013-02-23,50 ,Two Black Cadillacs
50,RANDY HOUSER,2013-02-23,51 ,How Country Feels
51,LITTLE BIG TOWN,2013-02-23,52 ,Tornado
52,THE WEEKND,2013-02-23,53 ,Wicked Games
53,BRAD PAISLEY,2013-02-23,54 ,Southern Comfort Zone
54,T.I. featuring LIL WAYNE,2013-02-23,55 ,Ball
55,MUSE,2013-02-23,56 ,Madness
56,OLLY MURS featuring FLO RIDA,2013-02-23,57 ,Troublemaker
57,HUNTER HAYES,2013-02-23,58 ,Somebody's Heartbreak
58,JUSTIN BIEBER,2013-02-23,59 ,Nothing Like Us
59,THE LONELY ISLAND featuring ADAM LEVINE & KENDRICK LAMAR,2013-02-23,60 ,Yolo
60,AWOLNATION,2013-02-23,61 ,Sail
61,ONE DIRECTION,2013-02-23,62 ,Little Things
62,KACEY MUSGRAVES,2013-02-23,63 ,Merry Go 'Round
63,FUTURE,2013-02-23,64 ,Neva End
64,FUN.,2013-02-23,65 ,Carry On
65,ANNA KENDRICK,2013-02-23,66 ,Cups
66,LEE BRICE,2013-02-23,67 ,I Drive Your Truck
67,JONN HART featuring IAMSU,2013-02-23,68 ,Who Booty
68,ICONA POP featuring CHARLI XCX,2013-02-23,69 ,I Love It
69,DIERKS BENTLEY,2013-02-23,70 ,Tip It On Back
70,THE LUMINEERS,2013-02-23,71 ,Stubborn Love
71,WIZ KHALIFA featuring THE WEEKND,2013-02-23,72 ,Remember You
72,ELLIE GOULDING,2013-02-23,73 ,Anything Could Happen
73,CHRIS BROWN,2013-02-23,74 ,Don't Judge Me
74,TAYLOR SWIFT,2013-02-23,75 ,Begin Again
75,PITBULL featuring CHRISTINA AGUILERA,2013-02-23,76 ,Feel This Moment
76,ZAC BROWN BAND,2013-02-23,77 ,Goodbye In Her Eyes
77,NICKI MINAJ,2013-02-23,78 ,Va Va Voom
78,CHIEF KEEF,2013-02-23,79 ,Love Sosa
79,ONE DIRECTION,2013-02-23,80 ,Kiss You
80,LUPE FIASCO & GUY SEBASTIAN,2013-02-23,81 ,Battle Scars
81,MIRANDA LAMBERT,2013-02-23,82 ,Mama's Broken Heart
82,THOMPSON SQUARE,2013-02-23,83 ,If I Didn't Have You
83,BIG SEAN,2013-02-23,84 ,Guap
84,FLORIDA GEORGIA LINE,2013-02-23,85 ,Get Your Shine On
85,PASSION PIT,2013-02-23,86 ,Take A Walk
86,GEORGE STRAIT,2013-02-23,87 ,Give It All We Got Tonight
87,CASEY JAMES,2013-02-23,88 ,Crying On A Suitcase
88,IMAGINE DRAGONS,2013-02-23,89 ,Demons
89,TYGA featuring RICK ROSS,2013-02-23,90 ,Dope
90,GLEE CAST,2013-02-23,91 ,Let Me Love You (Until You Learn To Love Yourself)
91,KIP MOORE,2013-02-23,92 ,Beer Money
92,,2013-02-23,93 ,"Riff Off: Mickey / Like A Virgin / Hit Me With Your Best ShoTHE BARDEN BELLAS, THE TREBLEMAKERS & THE BU HARMONICS"
93,,2013-02-23,94 ,Bellas Finals: Price Tag/Don't You (Forget About Me)/Give MeTHE BARDEN BELLAS
94,KENDRICK LAMAR,2013-02-23,95 ,"Bitch, Don't Kill My Vibe"
95,CHRIS CAGLE,2013-02-23,96 ,Let There Be Cowgirls
96,MACKLEMORE & RYAN LEWIS featuring RAY DALTON,2013-02-23,97 ,Can't Hold Us
97,JUSTIN BIEBER,2013-02-23,98 ,As Long As You Love Me (Acoustic)
98,MACKLEMORE & RYAN LEWIS featuring MARY LAMBERT,2013-02-23,99 ,Same Love
99,RIHANNA featuring FUTURE UNAPOLOGETIC,2013-02-23,100,Loveeeeeee Song
0,MACKLEMORE & RYAN LEWIS featuring WANZ,2013-03-02,1  ,Thrift Shop
1,BRUNO MARS,2013-03-02,2  ,Locked Out Of Heaven
2,WILL.I.AM featuring BRITNEY SPEARS,2013-03-02,3  ,Scream & Shout
3,THE LUMINEERS,2013-03-02,4  ,Ho Hey
4,TAYLOR SWIFT,2013-03-02,5  ,I Knew You Were Trouble.
5,SWEDISH HOUSE MAFIA featuring JOHN MARTIN,2013-03-02,6  ,Don't You Worry Child
6,MAROON 5,2013-03-02,7  ,Daylight
